id,weight,total_win,base_win,free_win,super_win,criteria
0,5811115933,2.17,2.17,0.00,0.00,basegame
1,12736262874,0.00,0.00,0.00,0.00,0
2,12736262874,0.00,0.00,0.00,0.00,0
3,5811115933,0.72,0.72,0.00,0.00,basegame
4,12736262874,0.00,0.00,0.00,0.00,0
5,12736262874,0.00,0.00,0.00,0.00,0
6,12736262874,0.00,0.00,0.00,0.00,0
7,5811115933,0.72,0.72,0.00,0.00,basegame
8,5811115933,1.30,1.30,0.00,0.00,basegame
9,5811115933,0.72,0.72,0.00,0.00,basegame
10,12736262874,0.00,0.00,0.00,0.00,0
11,12736262874,0.00,0.00,0.00,0.00,0
12,12736262874,0.00,0.00,0.00,0.00,0
13,12736262874,0.00,0.00,0.00,0.00,0
14,12736262874,0.00,0.00,0.00,0.00,0
15,5811115933,2.31,2.31,0.00,0.00,basegame
16,5811115933,2.17,2.17,0.00,0.00,basegame
17,12736262874,0.00,0.00,0.00,0.00,0
18,12736262874,0.00,0.00,0.00,0.00,0
19,12736262874,0.00,0.00,0.00,0.00,0
20,5811115933,5.78,5.78,0.00,0.00,basegame
21,5811115933,3.32,3.32,0.00,0.00,basegame
22,12736262874,0.00,0.00,0.00,0.00,0
23,5811115933,7.80,7.80,0.00,0.00,basegame
24,5811115933,0.36,0.36,0.00,0.00,basegame
25,12736262874,0.00,0.00,0.00,0.00,0
26,12736262874,0.00,0.00,0.00,0.00,0
27,5811115933,2.67,2.67,0.00,0.00,basegame
28,12736262874,0.00,0.00,0.00,0.00,0
29,12736262874,0.00,0.00,0.00,0.00,0
30,5811115933,3.54,3.54,0.00,0.00,basegame
31,12736262874,0.00,0.00,0.00,0.00,0
32,5811115933,5.85,5.85,0.00,0.00,basegame
33,12736262874,0.00,0.00,0.00,0.00,0
34,5811115933,21.88,21.88,0.00,0.00,basegame
35,12736262874,0.00,0.00,0.00,0.00,0
36,5811115933,0.36,0.36,0.00,0.00,basegame
37,12736262874,0.00,0.00,0.00,0.00,0
38,12736262874,0.00,0.00,0.00,0.00,0
39,5811115933,3.47,3.47,0.00,0.00,basegame
40,5811115933,1.88,1.88,0.00,0.00,basegame
41,12736262874,0.00,0.00,0.00,0.00,0
42,12736262874,0.00,0.00,0.00,0.00,0
43,5811115933,4.19,4.19,0.00,0.00,basegame
44,12736262874,0.00,0.00,0.00,0.00,0
45,12736262874,0.00,0.00,0.00,0.00,0
46,12736262874,0.00,0.00,0.00,0.00,0
47,12736262874,0.00,0.00,0.00,0.00,0
48,5811115933,18.05,18.05,0.00,0.00,basegame
49,12736262874,0.00,0.00,0.00,0.00,0
50,12736262874,0.00,0.00,0.00,0.00,0
51,12736262874,0.00,0.00,0.00,0.00,0
52,12736262874,0.00,0.00,0.00,0.00,0
53,12736262874,0.00,0.00,0.00,0.00,0
54,5811115933,2.67,2.67,0.00,0.00,basegame
55,12736262874,0.00,0.00,0.00,0.00,0
56,5811115933,6.07,6.07,0.00,0.00,basegame
57,12736262874,0.00,0.00,0.00,0.00,0
58,12736262874,0.00,0.00,0.00,0.00,0
59,5811115933,2.46,2.46,0.00,0.00,basegame
60,12736262874,0.00,0.00,0.00,0.00,0
61,12736262874,0.00,0.00,0.00,0.00,0
62,12736262874,0.00,0.00,0.00,0.00,0
63,12736262874,0.00,0.00,0.00,0.00,0
64,12736262874,0.00,0.00,0.00,0.00,0
65,12736262874,0.00,0.00,0.00,0.00,0
66,5811115933,0.36,0.36,0.00,0.00,basegame
67,12736262874,0.00,0.00,0.00,0.00,0
68,5811115933,0.72,0.72,0.00,0.00,basegame
69,12736262874,0.00,0.00,0.00,0.00,0
70,12736262874,0.00,0.00,0.00,0.00,0
71,12736262874,0.00,0.00,0.00,0.00,0
72,12736262874,0.00,0.00,0.00,0.00,0
73,12736262874,0.00,0.00,0.00,0.00,0
74,12736262874,0.00,0.00,0.00,0.00,0
75,12736262874,0.00,0.00,0.00,0.00,0
76,12736262874,0.00,0.00,0.00,0.00,0
77,12736262874,0.00,0.00,0.00,0.00,0
78,5811115933,2.96,2.96,0.00,0.00,basegame
79,12736262874,0.00,0.00,0.00,0.00,0
80,12736262874,0.00,0.00,0.00,0.00,0
81,12736262874,0.00,0.00,0.00,0.00,0
82,5811115933,2.60,2.60,0.00,0.00,basegame
83,5811115933,24.55,24.55,0.00,0.00,basegame
84,12736262874,0.00,0.00,0.00,0.00,0
85,12736262874,0.00,0.00,0.00,0.00,0
86,5811115933,3.32,3.32,0.00,0.00,basegame
87,12736262874,0.00,0.00,0.00,0.00,0
88,5811115933,0.72,0.72,0.00,0.00,basegame
89,12736262874,0.00,0.00,0.00,0.00,0
90,5811115933,0.72,0.72,0.00,0.00,basegame
91,12736262874,0.00,0.00,0.00,0.00,0
92,12736262874,0.00,0.00,0.00,0.00,0
93,12736262874,0.00,0.00,0.00,0.00,0
94,12736262874,0.00,0.00,0.00,0.00,0
95,12736262874,0.00,0.00,0.00,0.00,0
96,12736262874,0.00,0.00,0.00,0.00,0
97,12736262874,0.00,0.00,0.00,0.00,0
98,12736262874,0.00,0.00,0.00,0.00,0
99,12736262874,0.00,0.00,0.00,0.00,0
100,5811115933,1.81,1.81,0.00,0.00,basegame
101,12736262874,0.00,0.00,0.00,0.00,0
102,12736262874,0.00,0.00,0.00,0.00,0
103,12736262874,0.00,0.00,0.00,0.00,0
104,5811115933,0.72,0.72,0.00,0.00,basegame
105,12736262874,0.00,0.00,0.00,0.00,0
106,12736262874,0.00,0.00,0.00,0.00,0
107,12736262874,0.00,0.00,0.00,0.00,0
108,12736262874,0.00,0.00,0.00,0.00,0
109,5811115933,2.31,2.31,0.00,0.00,basegame
110,12736262874,0.00,0.00,0.00,0.00,0
111,5811115933,0.72,0.72,0.00,0.00,basegame
112,5811115933,4.33,4.33,0.00,0.00,basegame
113,12736262874,0.00,0.00,0.00,0.00,0
114,12736262874,0.00,0.00,0.00,0.00,0
115,5811115933,6.07,6.07,0.00,0.00,basegame
116,12736262874,0.00,0.00,0.00,0.00,0
117,12736262874,0.00,0.00,0.00,0.00,0
118,12736262874,0.00,0.00,0.00,0.00,0
119,12736262874,0.00,0.00,0.00,0.00,0
120,12736262874,0.00,0.00,0.00,0.00,0
121,12736262874,0.00,0.00,0.00,0.00,0
122,12736262874,0.00,0.00,0.00,0.00,0
123,12736262874,0.00,0.00,0.00,0.00,0
124,12736262874,0.00,0.00,0.00,0.00,0
125,12736262874,0.00,0.00,0.00,0.00,0
126,5811115933,2.17,2.17,0.00,0.00,basegame
127,5811115933,0.72,0.72,0.00,0.00,basegame
128,12736262874,0.00,0.00,0.00,0.00,0
129,12736262874,0.00,0.00,0.00,0.00,0
130,5811115933,0.72,0.72,0.00,0.00,basegame
131,12736262874,0.00,0.00,0.00,0.00,0
132,12736262874,0.00,0.00,0.00,0.00,0
133,5811115933,3.97,3.97,0.00,0.00,basegame
134,12736262874,0.00,0.00,0.00,0.00,0
135,5811115933,1.59,1.59,0.00,0.00,basegame
136,12736262874,0.00,0.00,0.00,0.00,0
137,12736262874,0.00,0.00,0.00,0.00,0
138,12736262874,0.00,0.00,0.00,0.00,0
139,12736262874,0.00,0.00,0.00,0.00,0
140,12736262874,0.00,0.00,0.00,0.00,0
141,5811115933,0.72,0.72,0.00,0.00,basegame
142,5811115933,0.72,0.72,0.00,0.00,basegame
143,12736262874,0.00,0.00,0.00,0.00,0
144,12736262874,0.00,0.00,0.00,0.00,0
145,5811115933,6.14,6.14,0.00,0.00,basegame
146,12736262874,0.00,0.00,0.00,0.00,0
147,5811115933,0.72,0.72,0.00,0.00,basegame
148,12736262874,0.00,0.00,0.00,0.00,0
149,12736262874,0.00,0.00,0.00,0.00,0
150,12736262874,0.00,0.00,0.00,0.00,0
151,5811115933,2.89,2.89,0.00,0.00,basegame
152,12736262874,0.00,0.00,0.00,0.00,0
153,12736262874,0.00,0.00,0.00,0.00,0
154,12736262874,0.00,0.00,0.00,0.00,0
155,12736262874,0.00,0.00,0.00,0.00,0
156,12736262874,0.00,0.00,0.00,0.00,0
157,12736262874,0.00,0.00,0.00,0.00,0
158,12736262874,0.00,0.00,0.00,0.00,0
159,12736262874,0.00,0.00,0.00,0.00,0
160,5811115933,1.30,1.30,0.00,0.00,basegame
161,5811115933,2.02,2.02,0.00,0.00,basegame
162,5811115933,0.72,0.72,0.00,0.00,basegame
163,12736262874,0.00,0.00,0.00,0.00,0
164,12736262874,0.00,0.00,0.00,0.00,0
165,12736262874,0.00,0.00,0.00,0.00,0
166,12736262874,0.00,0.00,0.00,0.00,0
167,12736262874,0.00,0.00,0.00,0.00,0
168,12736262874,0.00,0.00,0.00,0.00,0
169,12736262874,0.00,0.00,0.00,0.00,0
170,12736262874,0.00,0.00,0.00,0.00,0
171,12736262874,0.00,0.00,0.00,0.00,0
172,12736262874,0.00,0.00,0.00,0.00,0
173,12736262874,0.00,0.00,0.00,0.00,0
174,12736262874,0.00,0.00,0.00,0.00,0
175,12736262874,0.00,0.00,0.00,0.00,0
176,12736262874,0.00,0.00,0.00,0.00,0
177,12736262874,0.00,0.00,0.00,0.00,0
178,5811115933,5.49,5.49,0.00,0.00,basegame
179,12736262874,0.00,0.00,0.00,0.00,0
180,12736262874,0.00,0.00,0.00,0.00,0
181,5811115933,3.83,3.83,0.00,0.00,basegame
182,12736262874,0.00,0.00,0.00,0.00,0
183,12736262874,0.00,0.00,0.00,0.00,0
184,5811115933,18.70,18.70,0.00,0.00,basegame
185,62674223562,27.08,0.00,27.08,0.00,freegame
186,12736262874,0.00,0.00,0.00,0.00,0
187,12736262874,0.00,0.00,0.00,0.00,0
188,12736262874,0.00,0.00,0.00,0.00,0
189,12736262874,0.00,0.00,0.00,0.00,0
190,12736262874,0.00,0.00,0.00,0.00,0
191,12736262874,0.00,0.00,0.00,0.00,0
192,12736262874,0.00,0.00,0.00,0.00,0
193,12736262874,0.00,0.00,0.00,0.00,0
194,12736262874,0.00,0.00,0.00,0.00,0
195,12736262874,0.00,0.00,0.00,0.00,0
196,5811115933,0.72,0.72,0.00,0.00,basegame
197,12736262874,0.00,0.00,0.00,0.00,0
198,12736262874,0.00,0.00,0.00,0.00,0
199,5811115933,3.25,3.25,0.00,0.00,basegame
200,12736262874,0.00,0.00,0.00,0.00,0
201,5811115933,0.36,0.36,0.00,0.00,basegame
202,5811115933,0.72,0.72,0.00,0.00,basegame
203,12736262874,0.00,0.00,0.00,0.00,0
204,12736262874,0.00,0.00,0.00,0.00,0
205,12736262874,0.00,0.00,0.00,0.00,0
206,12736262874,0.00,0.00,0.00,0.00,0
207,62674223562,14.59,0.00,14.59,0.00,freegame
208,12736262874,0.00,0.00,0.00,0.00,0
209,12736262874,0.00,0.00,0.00,0.00,0
210,12736262874,0.00,0.00,0.00,0.00,0
211,12736262874,0.00,0.00,0.00,0.00,0
212,5811115933,1.81,1.81,0.00,0.00,basegame
213,12736262874,0.00,0.00,0.00,0.00,0
214,5811115933,2.60,2.60,0.00,0.00,basegame
215,12736262874,0.00,0.00,0.00,0.00,0
216,5811115933,4.19,4.19,0.00,0.00,basegame
217,12736262874,0.00,0.00,0.00,0.00,0
218,5811115933,2.02,2.02,0.00,0.00,basegame
219,12736262874,0.00,0.00,0.00,0.00,0
220,5811115933,6.28,6.28,0.00,0.00,basegame
221,12736262874,0.00,0.00,0.00,0.00,0
222,5811115933,0.36,0.36,0.00,0.00,basegame
223,12736262874,0.00,0.00,0.00,0.00,0
224,12736262874,0.00,0.00,0.00,0.00,0
225,12736262874,0.00,0.00,0.00,0.00,0
226,12736262874,0.00,0.00,0.00,0.00,0
227,12736262874,0.00,0.00,0.00,0.00,0
228,5811115933,1.81,1.81,0.00,0.00,basegame
229,5811115933,0.72,0.72,0.00,0.00,basegame
230,12736262874,0.00,0.00,0.00,0.00,0
231,12736262874,0.00,0.00,0.00,0.00,0
232,5811115933,0.36,0.36,0.00,0.00,basegame
233,12736262874,0.00,0.00,0.00,0.00,0
234,12736262874,0.00,0.00,0.00,0.00,0
235,12736262874,0.00,0.00,0.00,0.00,0
236,12736262874,0.00,0.00,0.00,0.00,0
237,5811115933,2.02,2.02,0.00,0.00,basegame
238,12736262874,0.00,0.00,0.00,0.00,0
239,12736262874,0.00,0.00,0.00,0.00,0
240,5811115933,7.00,7.00,0.00,0.00,basegame
241,12736262874,0.00,0.00,0.00,0.00,0
242,12736262874,0.00,0.00,0.00,0.00,0
243,12736262874,0.00,0.00,0.00,0.00,0
244,12736262874,0.00,0.00,0.00,0.00,0
245,12736262874,0.00,0.00,0.00,0.00,0
246,5811115933,0.72,0.72,0.00,0.00,basegame
247,12736262874,0.00,0.00,0.00,0.00,0
248,12736262874,0.00,0.00,0.00,0.00,0
249,5811115933,0.72,0.72,0.00,0.00,basegame
250,12736262874,0.00,0.00,0.00,0.00,0
251,12736262874,0.00,0.00,0.00,0.00,0
252,12736262874,0.00,0.00,0.00,0.00,0
253,5811115933,2.89,2.89,0.00,0.00,basegame
254,12736262874,0.00,0.00,0.00,0.00,0
255,12736262874,0.00,0.00,0.00,0.00,0
256,12736262874,0.00,0.00,0.00,0.00,0
257,12736262874,0.00,0.00,0.00,0.00,0
258,5811115933,1.52,1.52,0.00,0.00,basegame
259,12736262874,0.00,0.00,0.00,0.00,0
260,12736262874,0.00,0.00,0.00,0.00,0
261,12736262874,0.00,0.00,0.00,0.00,0
262,12736262874,0.00,0.00,0.00,0.00,0
263,12736262874,0.00,0.00,0.00,0.00,0
264,12736262874,0.00,0.00,0.00,0.00,0
265,12736262874,0.00,0.00,0.00,0.00,0
266,12736262874,0.00,0.00,0.00,0.00,0
267,5811115933,14.01,14.01,0.00,0.00,basegame
268,12736262874,0.00,0.00,0.00,0.00,0
269,12736262874,0.00,0.00,0.00,0.00,0
270,12736262874,0.00,0.00,0.00,0.00,0
271,12736262874,0.00,0.00,0.00,0.00,0
272,12736262874,0.00,0.00,0.00,0.00,0
273,12736262874,0.00,0.00,0.00,0.00,0
274,5811115933,0.72,0.72,0.00,0.00,basegame
275,12736262874,0.00,0.00,0.00,0.00,0
276,12736262874,0.00,0.00,0.00,0.00,0
277,12736262874,0.00,0.00,0.00,0.00,0
278,12736262874,0.00,0.00,0.00,0.00,0
279,5811115933,2.60,2.60,0.00,0.00,basegame
280,12736262874,0.00,0.00,0.00,0.00,0
281,12736262874,0.00,0.00,0.00,0.00,0
282,12736262874,0.00,0.00,0.00,0.00,0
283,12736262874,0.00,0.00,0.00,0.00,0
284,12736262874,0.00,0.00,0.00,0.00,0
285,12736262874,0.00,0.00,0.00,0.00,0
286,12736262874,0.00,0.00,0.00,0.00,0
287,12736262874,0.00,0.00,0.00,0.00,0
288,12736262874,0.00,0.00,0.00,0.00,0
289,5811115933,2.31,2.31,0.00,0.00,basegame
290,12736262874,0.00,0.00,0.00,0.00,0
291,12736262874,0.00,0.00,0.00,0.00,0
292,5811115933,0.87,0.87,0.00,0.00,basegame
293,12736262874,0.00,0.00,0.00,0.00,0
294,12736262874,0.00,0.00,0.00,0.00,0
295,12736262874,0.00,0.00,0.00,0.00,0
296,12736262874,0.00,0.00,0.00,0.00,0
297,12736262874,0.00,0.00,0.00,0.00,0
298,5811115933,1.30,1.30,0.00,0.00,basegame
299,12736262874,0.00,0.00,0.00,0.00,0
300,12736262874,0.00,0.00,0.00,0.00,0
301,12736262874,0.00,0.00,0.00,0.00,0
302,12736262874,0.00,0.00,0.00,0.00,0
303,12736262874,0.00,0.00,0.00,0.00,0
304,12736262874,0.00,0.00,0.00,0.00,0
305,12736262874,0.00,0.00,0.00,0.00,0
306,12736262874,0.00,0.00,0.00,0.00,0
307,12736262874,0.00,0.00,0.00,0.00,0
308,12736262874,0.00,0.00,0.00,0.00,0
309,12736262874,0.00,0.00,0.00,0.00,0
310,12736262874,0.00,0.00,0.00,0.00,0
