id,weight,total_win,base_win,free_win,super_win,criteria
0,5741004121,0.34,0.34,0.00,0.00,basegame
1,12914363574,0.00,0.00,0.00,0.00,0
2,5741004121,4.41,4.41,0.00,0.00,basegame
3,12914363574,0.00,0.00,0.00,0.00,0
4,12914363574,0.00,0.00,0.00,0.00,0
5,12914363574,0.00,0.00,0.00,0.00,0
6,5741004121,0.34,0.34,0.00,0.00,basegame
7,12914363574,0.00,0.00,0.00,0.00,0
8,12914363574,0.00,0.00,0.00,0.00,0
9,12914363574,0.00,0.00,0.00,0.00,0
10,12914363574,0.00,0.00,0.00,0.00,0
11,12914363574,0.00,0.00,0.00,0.00,0
12,12914363574,0.00,0.00,0.00,0.00,0
13,12914363574,0.00,0.00,0.00,0.00,0
14,12914363574,0.00,0.00,0.00,0.00,0
15,12914363574,0.00,0.00,0.00,0.00,0
16,12914363574,0.00,0.00,0.00,0.00,0
17,12914363574,0.00,0.00,0.00,0.00,0
18,5741004121,1.66,1.66,0.00,0.00,basegame
19,5741004121,1.72,1.72,0.00,0.00,basegame
20,5741004121,0.83,0.83,0.00,0.00,basegame
21,12914363574,0.00,0.00,0.00,0.00,0
22,5741004121,0.69,0.69,0.00,0.00,basegame
23,5741004121,0.34,0.34,0.00,0.00,basegame
24,12914363574,0.00,0.00,0.00,0.00,0
25,5741004121,8.41,8.41,0.00,0.00,basegame
26,12914363574,0.00,0.00,0.00,0.00,0
27,12914363574,0.00,0.00,0.00,0.00,0
28,5741004121,2.76,2.76,0.00,0.00,basegame
29,12914363574,0.00,0.00,0.00,0.00,0
30,12914363574,0.00,0.00,0.00,0.00,0
31,12914363574,0.00,0.00,0.00,0.00,0
32,12914363574,0.00,0.00,0.00,0.00,0
33,12914363574,0.00,0.00,0.00,0.00,0
34,12914363574,0.00,0.00,0.00,0.00,0
35,5741004121,1.86,1.86,0.00,0.00,basegame
36,12914363574,0.00,0.00,0.00,0.00,0
37,12914363574,0.00,0.00,0.00,0.00,0
38,5741004121,6.00,6.00,0.00,0.00,basegame
39,12914363574,0.00,0.00,0.00,0.00,0
40,12914363574,0.00,0.00,0.00,0.00,0
41,12914363574,0.00,0.00,0.00,0.00,0
42,12914363574,0.00,0.00,0.00,0.00,0
43,12914363574,0.00,0.00,0.00,0.00,0
44,12914363574,0.00,0.00,0.00,0.00,0
45,5741004121,51.93,51.93,0.00,0.00,basegame
46,12914363574,0.00,0.00,0.00,0.00,0
47,12914363574,0.00,0.00,0.00,0.00,0
48,5741004121,0.69,0.69,0.00,0.00,basegame
