id,weight,total_win,base_win,free_win,super_win,criteria
0,5343743628,2.16,2.16,0.00,0.00,basegame
1,5343743628,0.38,0.38,0.00,0.00,basegame
2,13041041131,0.00,0.00,0.00,0.00,0
3,13041041131,0.00,0.00,0.00,0.00,0
4,13041041131,0.00,0.00,0.00,0.00,0
5,13041041131,0.00,0.00,0.00,0.00,0
6,13041041131,0.00,0.00,0.00,0.00,0
7,13041041131,0.00,0.00,0.00,0.00,0
8,13041041131,0.00,0.00,0.00,0.00,0
9,13041041131,0.00,0.00,0.00,0.00,0
10,13041041131,0.00,0.00,0.00,0.00,0
11,13041041131,0.00,0.00,0.00,0.00,0
12,13041041131,0.00,0.00,0.00,0.00,0
13,5343743628,2.69,2.69,0.00,0.00,basegame
14,13041041131,0.00,0.00,0.00,0.00,0
15,13041041131,0.00,0.00,0.00,0.00,0
16,13041041131,0.00,0.00,0.00,0.00,0
17,5343743628,0.92,0.92,0.00,0.00,basegame
18,13041041131,0.00,0.00,0.00,0.00,0
19,5343743628,6.93,6.93,0.00,0.00,basegame
20,13041041131,0.00,0.00,0.00,0.00,0
21,13041041131,0.00,0.00,0.00,0.00,0
22,13041041131,0.00,0.00,0.00,0.00,0
23,13041041131,0.00,0.00,0.00,0.00,0
24,13041041131,0.00,0.00,0.00,0.00,0
25,13041041131,0.00,0.00,0.00,0.00,0
26,13041041131,0.00,0.00,0.00,0.00,0
27,5343743628,0.38,0.38,0.00,0.00,basegame
28,5343743628,1.92,1.92,0.00,0.00,basegame
29,5343743628,0.92,0.92,0.00,0.00,basegame
30,13041041131,0.00,0.00,0.00,0.00,0
31,5343743628,1.39,1.39,0.00,0.00,basegame
32,13041041131,0.00,0.00,0.00,0.00,0
33,13041041131,0.00,0.00,0.00,0.00,0
34,13041041131,0.00,0.00,0.00,0.00,0
35,13041041131,0.00,0.00,0.00,0.00,0
36,13041041131,0.00,0.00,0.00,0.00,0
37,13041041131,0.00,0.00,0.00,0.00,0
38,13041041131,0.00,0.00,0.00,0.00,0
39,13041041131,0.00,0.00,0.00,0.00,0
40,13041041131,0.00,0.00,0.00,0.00,0
41,13041041131,0.00,0.00,0.00,0.00,0
42,5343743628,3.08,3.08,0.00,0.00,basegame
43,5343743628,1.39,1.39,0.00,0.00,basegame
44,13041041131,0.00,0.00,0.00,0.00,0
45,5343743628,1.92,1.92,0.00,0.00,basegame
46,13041041131,0.00,0.00,0.00,0.00,0
47,5343743628,0.38,0.38,0.00,0.00,basegame
48,13041041131,0.00,0.00,0.00,0.00,0
49,13041041131,0.00,0.00,0.00,0.00,0
50,13041041131,0.00,0.00,0.00,0.00,0
51,13041041131,0.00,0.00,0.00,0.00,0
52,13041041131,0.00,0.00,0.00,0.00,0
53,13041041131,0.00,0.00,0.00,0.00,0
54,13041041131,0.00,0.00,0.00,0.00,0
55,5343743628,1.39,1.39,0.00,0.00,basegame
56,13041041131,0.00,0.00,0.00,0.00,0
57,13041041131,0.00,0.00,0.00,0.00,0
58,13041041131,0.00,0.00,0.00,0.00,0
59,13041041131,0.00,0.00,0.00,0.00,0
60,13041041131,0.00,0.00,0.00,0.00,0
61,13041041131,0.00,0.00,0.00,0.00,0
62,13041041131,0.00,0.00,0.00,0.00,0
63,13041041131,0.00,0.00,0.00,0.00,0
64,13041041131,0.00,0.00,0.00,0.00,0
65,13041041131,0.00,0.00,0.00,0.00,0
66,13041041131,0.00,0.00,0.00,0.00,0
67,5343743628,0.85,0.85,0.00,0.00,basegame
68,13041041131,0.00,0.00,0.00,0.00,0
69,13041041131,0.00,0.00,0.00,0.00,0
70,13041041131,0.00,0.00,0.00,0.00,0
71,13041041131,0.00,0.00,0.00,0.00,0
72,13041041131,0.00,0.00,0.00,0.00,0
73,13041041131,0.00,0.00,0.00,0.00,0
74,13041041131,0.00,0.00,0.00,0.00,0
75,13041041131,0.00,0.00,0.00,0.00,0
76,13041041131,0.00,0.00,0.00,0.00,0
77,13041041131,0.00,0.00,0.00,0.00,0
78,13041041131,0.00,0.00,0.00,0.00,0
79,5343743628,1.39,1.39,0.00,0.00,basegame
80,13041041131,0.00,0.00,0.00,0.00,0
81,5343743628,1.92,1.92,0.00,0.00,basegame
82,13041041131,0.00,0.00,0.00,0.00,0
83,5343743628,1.39,1.39,0.00,0.00,basegame
84,13041041131,0.00,0.00,0.00,0.00,0
85,13041041131,0.00,0.00,0.00,0.00,0
86,13041041131,0.00,0.00,0.00,0.00,0
87,13041041131,0.00,0.00,0.00,0.00,0
88,13041041131,0.00,0.00,0.00,0.00,0
89,13041041131,0.00,0.00,0.00,0.00,0
90,13041041131,0.00,0.00,0.00,0.00,0
91,13041041131,0.00,0.00,0.00,0.00,0
92,13041041131,0.00,0.00,0.00,0.00,0
93,13041041131,0.00,0.00,0.00,0.00,0
94,5343743628,2.31,2.31,0.00,0.00,basegame
95,13041041131,0.00,0.00,0.00,0.00,0
96,5343743628,0.77,0.77,0.00,0.00,basegame
97,13041041131,0.00,0.00,0.00,0.00,0
98,13041041131,0.00,0.00,0.00,0.00,0
99,13041041131,0.00,0.00,0.00,0.00,0
100,13041041131,0.00,0.00,0.00,0.00,0
101,13041041131,0.00,0.00,0.00,0.00,0
102,13041041131,0.00,0.00,0.00,0.00,0
103,13041041131,0.00,0.00,0.00,0.00,0
104,13041041131,0.00,0.00,0.00,0.00,0
105,13041041131,0.00,0.00,0.00,0.00,0
106,13041041131,0.00,0.00,0.00,0.00,0
107,13041041131,0.00,0.00,0.00,0.00,0
108,13041041131,0.00,0.00,0.00,0.00,0
109,13041041131,0.00,0.00,0.00,0.00,0
110,13041041131,0.00,0.00,0.00,0.00,0
111,5343743628,0.77,0.77,0.00,0.00,basegame
112,13041041131,0.00,0.00,0.00,0.00,0
113,5343743628,0.92,0.92,0.00,0.00,basegame
114,13041041131,0.00,0.00,0.00,0.00,0
115,13041041131,0.00,0.00,0.00,0.00,0
116,5343743628,2.16,2.16,0.00,0.00,basegame
117,13041041131,0.00,0.00,0.00,0.00,0
118,13041041131,0.00,0.00,0.00,0.00,0
119,13041041131,0.00,0.00,0.00,0.00,0
120,13041041131,0.00,0.00,0.00,0.00,0
121,13041041131,0.00,0.00,0.00,0.00,0
122,13041041131,0.00,0.00,0.00,0.00,0
123,13041041131,0.00,0.00,0.00,0.00,0
124,13041041131,0.00,0.00,0.00,0.00,0
125,13041041131,0.00,0.00,0.00,0.00,0
126,13041041131,0.00,0.00,0.00,0.00,0
127,13041041131,0.00,0.00,0.00,0.00,0
128,13041041131,0.00,0.00,0.00,0.00,0
129,13041041131,0.00,0.00,0.00,0.00,0
130,13041041131,0.00,0.00,0.00,0.00,0
131,13041041131,0.00,0.00,0.00,0.00,0
132,13041041131,0.00,0.00,0.00,0.00,0
133,13041041131,0.00,0.00,0.00,0.00,0
134,13041041131,0.00,0.00,0.00,0.00,0
135,5343743628,1.62,1.62,0.00,0.00,basegame
136,13041041131,0.00,0.00,0.00,0.00,0
137,13041041131,0.00,0.00,0.00,0.00,0
138,13041041131,0.00,0.00,0.00,0.00,0
139,5343743628,0.77,0.77,0.00,0.00,basegame
140,13041041131,0.00,0.00,0.00,0.00,0
141,13041041131,0.00,0.00,0.00,0.00,0
142,13041041131,0.00,0.00,0.00,0.00,0
143,13041041131,0.00,0.00,0.00,0.00,0
144,5343743628,0.77,0.77,0.00,0.00,basegame
145,13041041131,0.00,0.00,0.00,0.00,0
146,13041041131,0.00,0.00,0.00,0.00,0
147,13041041131,0.00,0.00,0.00,0.00,0
148,5343743628,3.46,3.46,0.00,0.00,basegame
149,13041041131,0.00,0.00,0.00,0.00,0
150,13041041131,0.00,0.00,0.00,0.00,0
151,5343743628,1.92,1.92,0.00,0.00,basegame
152,5343743628,0.77,0.77,0.00,0.00,basegame
153,13041041131,0.00,0.00,0.00,0.00,0
154,5343743628,0.77,0.77,0.00,0.00,basegame
155,5343743628,0.77,0.77,0.00,0.00,basegame
156,5343743628,0.38,0.38,0.00,0.00,basegame
157,13041041131,0.00,0.00,0.00,0.00,0
158,13041041131,0.00,0.00,0.00,0.00,0
159,13041041131,0.00,0.00,0.00,0.00,0
