0,12505676154,0
1,12505676154,0
2,12505676154,0
3,12505676154,0
4,12505676154,0
5,6340643987,129
6,12505676154,0
7,6340643987,129
8,42079764034,286
9,12505676154,0
10,12505676154,0
11,12505676154,0
12,12505676154,0
13,12505676154,0
14,12505676154,0
15,12505676154,0
16,6340643987,36
17,12505676154,0
18,6340643987,71
19,12505676154,0
20,12505676154,0
21,12505676154,0
22,12505676154,0
23,6340643987,129
24,12505676154,0
25,12505676154,0
26,6340643987,179
27,12505676154,0
28,12505676154,0
29,12505676154,0
30,12505676154,0
31,12505676154,0
32,12505676154,0
33,6340643987,150
34,12505676154,0
35,6340643987,71
36,12505676154,0
37,12505676154,0
38,12505676154,0
39,12505676154,0
40,12505676154,0
41,6340643987,179
42,12505676154,0
43,12505676154,0
44,6340643987,71
45,12505676154,0
46,12505676154,0
47,6340643987,36
48,12505676154,0
49,6340643987,36
50,6340643987,257
51,12505676154,0
52,12505676154,0
53,12505676154,0
54,12505676154,0
55,12505676154,0
56,12505676154,0
57,12505676154,0
58,12505676154,0
59,12505676154,0
60,12505676154,0
61,12505676154,0
62,12505676154,0
63,6340643987,129
64,6340643987,186
65,12505676154,0
66,12505676154,0
67,12505676154,0
68,6340643987,214
69,6340643987,1114
70,6340643987,129
71,6340643987,179
72,12505676154,0
73,6340643987,71
74,12505676154,0
75,6340643987,71
76,12505676154,0
77,12505676154,0
78,12505676154,0
79,12505676154,0
80,12505676154,0
81,12505676154,0
82,12505676154,0
83,12505676154,0
84,12505676154,0
85,12505676154,0
86,12505676154,0
87,12505676154,0
88,12505676154,0
89,12505676154,0
90,12505676154,0
91,12505676154,0
92,12505676154,0
93,12505676154,0
94,12505676154,0
95,12505676154,0
96,12505676154,0
97,12505676154,0
98,6340643987,86
99,12505676154,0
100,12505676154,0
101,6340643987,71
102,12505676154,0
103,6340643987,86
104,12505676154,0
105,12505676154,0
106,6340643987,1250
107,12505676154,0
108,12505676154,0
109,12505676154,0
110,6340643987,186
111,12505676154,0
112,12505676154,0
113,12505676154,0
114,12505676154,0
115,12505676154,0
116,12505676154,0
117,12505676154,0
118,6340643987,143
119,12505676154,0
120,12505676154,0
121,12505676154,0
122,12505676154,0
123,12505676154,0
124,12505676154,0
125,12505676154,0
126,12505676154,0
127,12505676154,0
128,12505676154,0
129,12505676154,0
130,12505676154,0
131,12505676154,0
132,12505676154,0
133,12505676154,0
134,12505676154,0
135,12505676154,0
136,12505676154,0
137,12505676154,0
138,12505676154,0
139,6340643987,71
140,12505676154,0
141,6340643987,286
142,12505676154,0
143,12505676154,0
144,6340643987,464
145,12505676154,0
146,12505676154,0
147,12505676154,0
148,12505676154,0
149,6340643987,171
150,6340643987,107
151,12505676154,0
152,6340643987,143
153,6340643987,350
154,12505676154,0
155,12505676154,0
156,12505676154,0
157,12505676154,0
158,12505676154,0
159,12505676154,0
160,12505676154,0
161,12505676154,0
162,6340643987,36
163,12505676154,0
164,6340643987,71
165,12505676154,0
166,6340643987,71
167,6340643987,36
168,12505676154,0
169,12505676154,0
170,12505676154,0
171,12505676154,0
172,6340643987,200
173,12505676154,0
174,12505676154,0
175,12505676154,0
176,12505676154,0
177,12505676154,0
178,12505676154,0
179,6340643987,571
180,12505676154,0
181,12505676154,0
182,12505676154,0
183,12505676154,0
184,12505676154,0
185,12505676154,0
186,12505676154,0
187,12505676154,0
188,12505676154,0
189,6340643987,71
190,12505676154,0
191,12505676154,0
192,12505676154,0
193,6340643987,186
194,12505676154,0
195,12505676154,0
196,12505676154,0
197,12505676154,0
198,12505676154,0
199,12505676154,0
