id,weight,total_win,base_win,free_win,super_win,criteria
0,12505676154,0.00,0.00,0.00,0.00,0
1,12505676154,0.00,0.00,0.00,0.00,0
2,12505676154,0.00,0.00,0.00,0.00,0
3,12505676154,0.00,0.00,0.00,0.00,0
4,12505676154,0.00,0.00,0.00,0.00,0
5,6340643987,1.29,1.29,0.00,0.00,basegame
6,12505676154,0.00,0.00,0.00,0.00,0
7,6340643987,1.29,1.29,0.00,0.00,basegame
8,42079764034,2.86,0.00,2.86,0.00,freegame
9,12505676154,0.00,0.00,0.00,0.00,0
10,12505676154,0.00,0.00,0.00,0.00,0
11,12505676154,0.00,0.00,0.00,0.00,0
12,12505676154,0.00,0.00,0.00,0.00,0
13,12505676154,0.00,0.00,0.00,0.00,0
14,12505676154,0.00,0.00,0.00,0.00,0
15,12505676154,0.00,0.00,0.00,0.00,0
16,6340643987,0.36,0.36,0.00,0.00,basegame
17,12505676154,0.00,0.00,0.00,0.00,0
18,6340643987,0.71,0.71,0.00,0.00,basegame
19,12505676154,0.00,0.00,0.00,0.00,0
20,12505676154,0.00,0.00,0.00,0.00,0
21,12505676154,0.00,0.00,0.00,0.00,0
22,12505676154,0.00,0.00,0.00,0.00,0
23,6340643987,1.29,1.29,0.00,0.00,basegame
24,12505676154,0.00,0.00,0.00,0.00,0
25,12505676154,0.00,0.00,0.00,0.00,0
26,6340643987,1.79,1.79,0.00,0.00,basegame
27,12505676154,0.00,0.00,0.00,0.00,0
28,12505676154,0.00,0.00,0.00,0.00,0
29,12505676154,0.00,0.00,0.00,0.00,0
30,12505676154,0.00,0.00,0.00,0.00,0
31,12505676154,0.00,0.00,0.00,0.00,0
32,12505676154,0.00,0.00,0.00,0.00,0
33,6340643987,1.50,1.50,0.00,0.00,basegame
34,12505676154,0.00,0.00,0.00,0.00,0
35,6340643987,0.71,0.71,0.00,0.00,basegame
36,12505676154,0.00,0.00,0.00,0.00,0
37,12505676154,0.00,0.00,0.00,0.00,0
38,12505676154,0.00,0.00,0.00,0.00,0
39,12505676154,0.00,0.00,0.00,0.00,0
40,12505676154,0.00,0.00,0.00,0.00,0
41,6340643987,1.79,1.79,0.00,0.00,basegame
42,12505676154,0.00,0.00,0.00,0.00,0
43,12505676154,0.00,0.00,0.00,0.00,0
44,6340643987,0.71,0.71,0.00,0.00,basegame
45,12505676154,0.00,0.00,0.00,0.00,0
46,12505676154,0.00,0.00,0.00,0.00,0
47,6340643987,0.36,0.36,0.00,0.00,basegame
48,12505676154,0.00,0.00,0.00,0.00,0
49,6340643987,0.36,0.36,0.00,0.00,basegame
50,6340643987,2.57,2.57,0.00,0.00,basegame
51,12505676154,0.00,0.00,0.00,0.00,0
52,12505676154,0.00,0.00,0.00,0.00,0
53,12505676154,0.00,0.00,0.00,0.00,0
54,12505676154,0.00,0.00,0.00,0.00,0
55,12505676154,0.00,0.00,0.00,0.00,0
56,12505676154,0.00,0.00,0.00,0.00,0
57,12505676154,0.00,0.00,0.00,0.00,0
58,12505676154,0.00,0.00,0.00,0.00,0
59,12505676154,0.00,0.00,0.00,0.00,0
60,12505676154,0.00,0.00,0.00,0.00,0
61,12505676154,0.00,0.00,0.00,0.00,0
62,12505676154,0.00,0.00,0.00,0.00,0
63,6340643987,1.29,1.29,0.00,0.00,basegame
64,6340643987,1.86,1.86,0.00,0.00,basegame
65,12505676154,0.00,0.00,0.00,0.00,0
66,12505676154,0.00,0.00,0.00,0.00,0
67,12505676154,0.00,0.00,0.00,0.00,0
68,6340643987,2.14,2.14,0.00,0.00,basegame
69,6340643987,11.14,11.14,0.00,0.00,basegame
70,6340643987,1.29,1.29,0.00,0.00,basegame
71,6340643987,1.79,1.79,0.00,0.00,basegame
72,12505676154,0.00,0.00,0.00,0.00,0
73,6340643987,0.71,0.71,0.00,0.00,basegame
74,12505676154,0.00,0.00,0.00,0.00,0
75,6340643987,0.71,0.71,0.00,0.00,basegame
76,12505676154,0.00,0.00,0.00,0.00,0
77,12505676154,0.00,0.00,0.00,0.00,0
78,12505676154,0.00,0.00,0.00,0.00,0
79,12505676154,0.00,0.00,0.00,0.00,0
80,12505676154,0.00,0.00,0.00,0.00,0
81,12505676154,0.00,0.00,0.00,0.00,0
82,12505676154,0.00,0.00,0.00,0.00,0
83,12505676154,0.00,0.00,0.00,0.00,0
84,12505676154,0.00,0.00,0.00,0.00,0
85,12505676154,0.00,0.00,0.00,0.00,0
86,12505676154,0.00,0.00,0.00,0.00,0
87,12505676154,0.00,0.00,0.00,0.00,0
88,12505676154,0.00,0.00,0.00,0.00,0
89,12505676154,0.00,0.00,0.00,0.00,0
90,12505676154,0.00,0.00,0.00,0.00,0
91,12505676154,0.00,0.00,0.00,0.00,0
92,12505676154,0.00,0.00,0.00,0.00,0
93,12505676154,0.00,0.00,0.00,0.00,0
94,12505676154,0.00,0.00,0.00,0.00,0
95,12505676154,0.00,0.00,0.00,0.00,0
96,12505676154,0.00,0.00,0.00,0.00,0
97,12505676154,0.00,0.00,0.00,0.00,0
98,6340643987,0.86,0.86,0.00,0.00,basegame
99,12505676154,0.00,0.00,0.00,0.00,0
100,12505676154,0.00,0.00,0.00,0.00,0
101,6340643987,0.71,0.71,0.00,0.00,basegame
102,12505676154,0.00,0.00,0.00,0.00,0
103,6340643987,0.86,0.86,0.00,0.00,basegame
104,12505676154,0.00,0.00,0.00,0.00,0
105,12505676154,0.00,0.00,0.00,0.00,0
106,6340643987,12.50,12.50,0.00,0.00,basegame
107,12505676154,0.00,0.00,0.00,0.00,0
108,12505676154,0.00,0.00,0.00,0.00,0
109,12505676154,0.00,0.00,0.00,0.00,0
110,6340643987,1.86,1.86,0.00,0.00,basegame
111,12505676154,0.00,0.00,0.00,0.00,0
112,12505676154,0.00,0.00,0.00,0.00,0
113,12505676154,0.00,0.00,0.00,0.00,0
114,12505676154,0.00,0.00,0.00,0.00,0
115,12505676154,0.00,0.00,0.00,0.00,0
116,12505676154,0.00,0.00,0.00,0.00,0
117,12505676154,0.00,0.00,0.00,0.00,0
118,6340643987,1.43,1.43,0.00,0.00,basegame
119,12505676154,0.00,0.00,0.00,0.00,0
120,12505676154,0.00,0.00,0.00,0.00,0
121,12505676154,0.00,0.00,0.00,0.00,0
122,12505676154,0.00,0.00,0.00,0.00,0
123,12505676154,0.00,0.00,0.00,0.00,0
124,12505676154,0.00,0.00,0.00,0.00,0
125,12505676154,0.00,0.00,0.00,0.00,0
126,12505676154,0.00,0.00,0.00,0.00,0
127,12505676154,0.00,0.00,0.00,0.00,0
128,12505676154,0.00,0.00,0.00,0.00,0
129,12505676154,0.00,0.00,0.00,0.00,0
130,12505676154,0.00,0.00,0.00,0.00,0
131,12505676154,0.00,0.00,0.00,0.00,0
132,12505676154,0.00,0.00,0.00,0.00,0
133,12505676154,0.00,0.00,0.00,0.00,0
134,12505676154,0.00,0.00,0.00,0.00,0
135,12505676154,0.00,0.00,0.00,0.00,0
136,12505676154,0.00,0.00,0.00,0.00,0
137,12505676154,0.00,0.00,0.00,0.00,0
138,12505676154,0.00,0.00,0.00,0.00,0
139,6340643987,0.71,0.71,0.00,0.00,basegame
140,12505676154,0.00,0.00,0.00,0.00,0
141,6340643987,2.86,2.86,0.00,0.00,basegame
142,12505676154,0.00,0.00,0.00,0.00,0
143,12505676154,0.00,0.00,0.00,0.00,0
144,6340643987,4.64,4.64,0.00,0.00,basegame
145,12505676154,0.00,0.00,0.00,0.00,0
146,12505676154,0.00,0.00,0.00,0.00,0
147,12505676154,0.00,0.00,0.00,0.00,0
148,12505676154,0.00,0.00,0.00,0.00,0
149,6340643987,1.71,1.71,0.00,0.00,basegame
150,6340643987,1.07,1.07,0.00,0.00,basegame
151,12505676154,0.00,0.00,0.00,0.00,0
152,6340643987,1.43,1.43,0.00,0.00,basegame
153,6340643987,3.50,3.50,0.00,0.00,basegame
154,12505676154,0.00,0.00,0.00,0.00,0
155,12505676154,0.00,0.00,0.00,0.00,0
156,12505676154,0.00,0.00,0.00,0.00,0
157,12505676154,0.00,0.00,0.00,0.00,0
158,12505676154,0.00,0.00,0.00,0.00,0
159,12505676154,0.00,0.00,0.00,0.00,0
160,12505676154,0.00,0.00,0.00,0.00,0
161,12505676154,0.00,0.00,0.00,0.00,0
162,6340643987,0.36,0.36,0.00,0.00,basegame
163,12505676154,0.00,0.00,0.00,0.00,0
164,6340643987,0.71,0.71,0.00,0.00,basegame
165,12505676154,0.00,0.00,0.00,0.00,0
166,6340643987,0.71,0.71,0.00,0.00,basegame
167,6340643987,0.36,0.36,0.00,0.00,basegame
168,12505676154,0.00,0.00,0.00,0.00,0
169,12505676154,0.00,0.00,0.00,0.00,0
170,12505676154,0.00,0.00,0.00,0.00,0
171,12505676154,0.00,0.00,0.00,0.00,0
172,6340643987,2.00,2.00,0.00,0.00,basegame
173,12505676154,0.00,0.00,0.00,0.00,0
174,12505676154,0.00,0.00,0.00,0.00,0
175,12505676154,0.00,0.00,0.00,0.00,0
176,12505676154,0.00,0.00,0.00,0.00,0
177,12505676154,0.00,0.00,0.00,0.00,0
178,12505676154,0.00,0.00,0.00,0.00,0
179,6340643987,5.71,5.71,0.00,0.00,basegame
180,12505676154,0.00,0.00,0.00,0.00,0
181,12505676154,0.00,0.00,0.00,0.00,0
182,12505676154,0.00,0.00,0.00,0.00,0
183,12505676154,0.00,0.00,0.00,0.00,0
184,12505676154,0.00,0.00,0.00,0.00,0
185,12505676154,0.00,0.00,0.00,0.00,0
186,12505676154,0.00,0.00,0.00,0.00,0
187,12505676154,0.00,0.00,0.00,0.00,0
188,12505676154,0.00,0.00,0.00,0.00,0
189,6340643987,0.71,0.71,0.00,0.00,basegame
190,12505676154,0.00,0.00,0.00,0.00,0
191,12505676154,0.00,0.00,0.00,0.00,0
192,12505676154,0.00,0.00,0.00,0.00,0
193,6340643987,1.86,1.86,0.00,0.00,basegame
194,12505676154,0.00,0.00,0.00,0.00,0
195,12505676154,0.00,0.00,0.00,0.00,0
196,12505676154,0.00,0.00,0.00,0.00,0
197,12505676154,0.00,0.00,0.00,0.00,0
198,12505676154,0.00,0.00,0.00,0.00,0
199,12505676154,0.00,0.00,0.00,0.00,0
